1.00 6
0.80 25
0.86 21
0.92 26
0.92 26
0.82 11
0.84 37
0.92 26
0.85 39
0.78 9
0.88 34
0.73 26
0.75 16
0.75 8
0.81 21
0.76 17
0.79 24
0.83 23
0.86 14
0.91 22
1.00 5
0.94 32
0.81 21
0.79 29
0.77 13
0.83 23
1.00 4
0.77 13
0.86 22
0.87 15
0.92 12
0.83 18
0.76 37
0.92 39
0.91 11
0.81 16
0.85 27
0.80 20
0.73 11
0.90 21
0.86 43
0.89 9
0.93 29
1.00 18
0.90 30
0.83 30
0.86 21
0.88 25
0.77 22
0.90 20
0.77 31
0.97 30
0.89 18
0.85 13
1.00 6
0.82 17
0.76 29
0.78 9
0.71 21
0.70 10
0.71 21
0.88 32
0.83 12
0.83 12
